143818.837702	26671.108464999994
123138.018434	29707.63369299999
119302.78190099994	31799.570209000005
95466.23370799994	40670.648179
71947.46471599999	54746.00748899999
52879.51679200001	70207.06430000004
32339.280263000004	101421.81196600002
28391.781468999998	114375.74080599996
54426.495651000005	69691.32700500003
29322.337957999996	114283.94345499997
109310.03502999996	34707.310502
78572.66355399998	50234.51810500001
156847.39221299996	24913.091312
89243.909518	47147.735462000004
103311.86958300004	38692.529593000014
39317.529420000006	92200.79238599999
51638.20375499999	77151.14417200003
57646.309297999986	64493.04834300001
36760.715842000005	92389.47366699998
65319.554973999984	63669.365420000024
36103.928678	92544.54088599997
31224.147981	112421.42082599996
68543.31597699999	60062.71379900003
27456.676017999995	119716.738249
92467.69313399997	44553.845106
30149.148862	113710.86042899998
154571.583191	25620.240135999997
92571.29025099997	41756.05568400001
74399.62733199999	53995.36759000002
35897.89921000001	94083.440731
30179.280129	113133.12475399997
75338.164573	52954.704992000006
149511.16270400005	26610.295654999987
26840.412746000013	127835.92936
30587.364957000016	112431.96254499996
42616.27635	89715.48920500002
134048.889067	28902.738298
31703.175057000008	110876.49431400001
115326.65873699995	33202.563438000005
77332.71975600002	52385.279530000014
51736.028103	76595.30916300001
51963.60894100001	73049.73164700004
48552.214490999984	77757.06959400002
31360.344742999994	112043.23950199998
27352.316807000003	121541.63825400002
83418.46754299995	48742.046487
107494.56037999997	37780.85020400001
27124.814216999996	121599.54567799994
69321.65305099999	59970.450748999996
32710.100596999993	100813.74984099995
46811.437318	82148.494286
56610.226095000005	68789.66879900004
34044.111427	96424.176612
56905.18560300001	68251.92753400003
115371.21194000001	32066.171083999994
99580.04459599993	40430.62851500001
111883.40082699995	34388.777324
40664.68442700001	91405.37047499996
136657.564127	28662.582476
91873.99655299998	46024.80472700001
145889.77504500005	26627.468875999984
35012.396859	95640.33553300003
99707.17772399998	39134.053695
113916.023299	34275.79936999999
139628.59453999996	28541.790348999995
143278.42010199997	27861.127711999998
114927.98688499998	33947.638974000016
