157683.391077	26246.312514999994
131308.66076500004	29764.170949999985
104955.90522499998	37059.614122
79268.38991200003	49457.53617600002
47071.03602000001	85868.84569400002
39416.47046	99935.25082000003
31745.50719599999	113107.525764
28749.447299999996	134925.98710300002
26655.873616000004	144946.656206
118017.51432099998	31770.030363
146135.88215399996	27459.916697999997
69581.43107599998	62065.41462500001
35471.18186900001	107067.92617000002
98047.99761399995	39460.25425900001
69892.660027	57132.47051900001
95182.422083	42246.73324099999
93689.139724	46611.201349
29237.319858	129349.60471000001
41714.71143	94483.84738500004
165260.40835499993	25224.775347999996
145332.16289099996	29305.471911000004
56071.03311899999	75574.44785700004
149474.47232899998	26531.932202999997
60327.322416	70769.78253400003
78687.20238700001	53343.678817999986
53987.661284000016	76970.823056
160360.52714099997	25732.44963799999
49133.851088	80181.180373
28413.334947	134980.89097500002
93015.14259800002	46948.806418
74145.80411299998	54543.038001000015
45981.946801000006	87347.040919
27565.628694	137145.83242900003
52324.78527600001	77203.087471
38334.873633999996	102999.12732300002
138877.12417199998	29566.983667999997
40797.964003	97804.941944
161171.10970899995	25355.47176599999
104255.26843700004	37625.045104
40403.95794700002	99364.00380000002
100820.83775999998	38469.224364999995
116045.70534	34064.24769600001
37101.471222999986	104306.79176700005
28145.920343	136065.74893200002
108003.14593299998	36502.38789699999
48348.74206100001	82635.07520800004
88088.180569	47357.10979
91199.30699400001	47124.22481299999
28209.542685	135839.70825899998
37294.521548000004	104202.04039100002
131196.274081	30713.423617999993
40181.946923	99410.44641899999
29221.762482999995	133681.62245700002
87554.59041500004	49122.55201999999
73321.88263800001	56159.30956
115404.63602300001	36160.84409499999
40840.447628000016	95965.413585
36207.160029000006	106041.61229200002
30462.454493999998	126927.31729800001
77431.034278	53679.43352500002
74465.498041	54530.599444000014
100579.49932900001	39165.37758400001
102376.603672	38094.821645
29608.068567000002	127633.30113000002
31367.195976000014	119692.002665
39519.99131899999	99890.22358299998
73061.68610899999	56904.10723399999
68311.268013	63424.285704000016
124196.64261799998	31408.446376
34456.33707300001	107319.42597400003
116807.08987	32026.829501999997
145789.06518999996	29133.992529999992
32727.214664	108694.253794
